Genes	L1_Unhatched	L1_Hatched	L1_3hr	L1_24hr	L2
TMUE_0000000019.1	0.7152084336675992	0.816908578745364	-1.5318120447115073	0.8585352019690701	-0.8588401696704966
TMUE_0000000021.1	1.1337461932403445	-0.24093804539201058	-0.5359109729543702	1.1071796752983534	-1.464076850192311
TMUE_0000000022.1	-1.294313196845291	-0.5287404943871687	1.333265077172778	1.0024049105290755	-0.5126162964693943
TMUE_0000000023.1	1.482503240374789	-0.14044015683866407	0.735788330890043	-0.836018109357545	-1.241833305068624
TMUE_0000000024.1	-0.2746971547578394	0.41525404377750763	-0.47327342410530443	-1.329096123598939	1.6618126586845736
TMUE_0000000025.1	-1.5482397282598177	0.41212998010444374	-0.7484568347782297	0.7219206505135195	1.1626459324200842
TMUE_0000000026.1	-0.8399008821077771	-0.3250689855789968	0.20656881550756326	-0.8785475541704839	1.836948606349694
TMUE_0000000027.1	-0.9209448312878006	0.9838206921086505	1.2971156337702452	-0.14303203183057475	-1.2169594627605198
TMUE_0000000028.1	-0.8382021225335133	0.054118532854846475	1.410582639945175	0.7135158989229987	-1.340014949189507
TMUE_0000000029.1	-0.7133343752167864	-1.2216536565010105	0.6055670336470871	1.5996770453342046	-0.27025604726348884
TMUE_0000000030.1	-0.9364549584259055	-0.6636978983442502	-0.06368214615683555	-0.23913999847553222	1.902975001402526
TMUE_0000000031.1	-0.05876205624019652	0.9076463843053385	-0.5493160893003787	1.233347532160832	-1.5329157709255892
TMUE_0000000032.1	0.12121098358018575	1.1671227826287998	0.5643398029992396	-0.035142861415186334	-1.8175307077930385
TMUE_0000000033.1	-1.3341492011646936	0.2673559178739506	1.2738877552544594	0.763727993995101	-0.9708224659588176
TMUE_0000000034.1	-0.16430523628036547	0.1861653625788112	1.5153613587771013	0.08593628728066705	-1.6231577723562134
TMUE_0000000035.1	-1.7362487623580003	0.15105656556281863	1.1996277636677213	0.6666943454451342	-0.2811299123176737
TMUE_0000000036.1	1.4363937157232518	0.9640595406117596	-0.5852091637281915	-0.814517340722141	-1.0007267518846865
TMUE_0000000037.1	-1.8482380009473285	-0.16864724202090334	0.9477570868193012	0.7417033993796553	0.32742475676927757
TMUE_0000000038.1	0.16635666788751752	-1.1595349427892219	1.4571269757782719	0.6037770939029455	-1.0677257947795116
TMUE_0000000039.1	-0.8815856297338022	0.904329279013648	0.9975751603520072	0.46177523685754945	-1.4820940464894026
TMUE_0000000040.1	0.2306877441970186	-0.7739693659214073	0.9137150020530579	1.1270845396767457	-1.4975179200054147
TMUE_0000000041.1	0.2663700007015062	1.5525022188507345	0.32971282937822566	-0.8486108049026106	-1.299974244027848
TMUE_0000000042.1	0.9990066027132662	0.8309886864457381	0.10120208105473513	-1.813077330314064	-0.11812003989967977
TMUE_0000000043.1	-1.4244242524966435	-0.4893415423438312	0.22255273478746984	1.6367859903348547	0.05442706971815479
TMUE_0000000044.1	-1.1346095577988449	-0.6538361424465169	1.7477853874117533	0.3591361917912138	-0.3184758789576053
TMUE_0000000045.1	-0.8991340373691582	0.42271658543484586	1.169488552932686	0.7500481034648883	-1.4431192044632621
TMUE_0000000046.1	0.6977396655366405	0.7907570019234486	0.6619963876920132	-0.3211532589415027	-1.8293397962105986
TMUE_0000000048.1	1.1642010661553905	-0.8996647328879736	1.002696208789363	0.08293812363256682	-1.3501706656893457
TMUE_0000000049.1	-1.6624858264628344	0.40059019146913133	1.3295892709269435	0.3570301011344826	-0.42472373706772293
TMUE_0000000050.1	0.38236721411662355	-0.3075988614313518	1.7296568891585027	-0.6381197649981722	-1.1663054768455978
TMUE_0000000051.1	1.2781231342066866	0.9910925936930803	-1.3357500187683338	-0.1801761439213225	-0.7532895652101107
TMUE_0000000052.1	-1.3329516819896776	-0.7156465730064325	-0.008924761267501967	0.48364240947808074	1.5738806067855313
TMUE_0000000053.1	-1.596906170600926	-0.146676527762075	1.5082058265121039	-0.13330033620801854	0.36867720805891596
TMUE_0000000054.1	-1.3152481550453068	-0.1867944971131975	1.2055051651002815	1.0804758457331458	-0.7839383586749223
TMUE_0000000055.1	-1.488715242518969	-0.3849202374292828	1.3256646569643245	0.877326336410823	-0.32935551342689595
TMUE_0000000056.1	-1.0814770722861664	0.14803918135390542	1.3505153569817099	0.765530876170855	-1.182608342220304
TMUE_0000000057.1	-1.7579744249281732	-0.009215614565006717	0.3939815976182809	1.323537805413316	0.04967063646158363
TMUE_0000000058.1	0.7366826557465889	-0.4261516396211158	0.8473822145447105	0.6225539552308019	-1.7804671859009855
TMUE_0000000059.1	-1.5731249427352731	0.3111061623116267	1.2057127597978285	0.7257067455897049	-0.6694007249638871
TMUE_0000000060.1	0.748761915723254	1.3515772596022197	-0.11767087488749059	-0.4286347298749704	-1.5540335705630108
TMUE_0000000061.1	0.33906872393278686	-1.2089800283294694	1.5823023588365623	0.22085231722120352	-0.9332433716610817
TMUE_0000000062.1	-0.06611881973369468	1.3705143129663828	0.6499887046804868	-0.35068403560359784	-1.6037001623096085
TMUE_0000000064.1	-0.5262881026228929	0.8305822104583535	1.0177474193155223	0.36937899269108876	-1.6914205198420713
TMUE_0000000065.1	-1.212414449975338	0.35999340873273167	-1.0966692634983222	0.5883483336106041	1.3607419711303317
TMUE_0000000067.1	-0.16863830860219003	0.09088635240875494	0.13207767075291174	1.5451571863301672	-1.5994829008896438
TMUE_0000000068.1	-1.3142065126554148	-1.0051849476533967	0.2269073096761986	0.9420005874233033	1.1504835632093118
TMUE_0000000069.1	0.06815630158311861	-0.3517286662735121	1.3909526689615352	0.5242121549964248	-1.6315924592675568
TMUE_0000000070.1	-1.6992122278555957	0.25922508283423934	0.8925193337094796	1.0150263236257575	-0.46755851231388107
TMUE_0000000071.1	-1.0200982388347923	-0.5433790165685342	-0.1058223862092099	-0.2282847499252242	1.8975843915377608
TMUE_0000000072.1	-1.504793125903722	0.6476896009006343	-0.6578423899482716	1.3640241327656644	0.15092178218569308
TMUE_0000000073.1	0.43816691823034193	0.9727839399877564	-1.8624721380019227	0.6071809854348298	-0.15565970565100795
TMUE_0000000073.2	0.7652327065467326	0.007005861006042886	0.9051599294726547	0.20729847278217395	-1.884696969807604
TMUE_0000000074.1	-0.7633403708176227	0.8076478449318997	0.9719914097634947	0.5651206604857656	-1.5814195443635375
TMUE_0000000075.1	1.592155993541431	0.2686657637666683	0.21669664742206524	-0.7322798379622467	-1.3452385667679156
TMUE_0000000076.1	0.14425273148313472	0.8978728514749322	-0.2892166691209561	-1.755935028379934	1.0030261145428219
TMUE_0000000077.1	-1.6175587174204864	0.13331439746789117	1.537158276396396	0.0007051004684048502	-0.053619056912194624
TMUE_0000000078.1	0.8904860220926629	-0.3361569533356735	1.0377576467754597	0.13929672980974991	-1.731383445342202
TMUE_0000000079.1	0.8924426318051744	0.7899958346609577	0.5217802411538693	-0.4395732964571174	-1.764645411162884
TMUE_0000000079.2	1.1922409450128393	-0.19910037820156015	0.8321126548827544	-0.1442730345663323	-1.6809801871277017
TMUE_0000000079.3	1.0940042318892436	1.3177725044572344	-0.5235447750248022	-0.8740400726366969	-1.0141918886849781
TMUE_0000000079.4	-1.673273950073023	0.5991429825978072	0.714877648972926	0.9751140720938354	-0.6158607535915458
TMUE_0000000079.5	1.6643011949463489	-0.8544798571972558	0.10084953574354065	-1.188525165728763	0.2778542922361308
TMUE_0000000079.6	-1.5543268653347728	-0.5249546618029044	0.6714890088270893	0.04562077637139332	1.3621717419391952
TMUE_0000000081.1	-0.994131630816675	0.14222604349978835	1.166336237776709	0.9789405876259698	-1.2933712380857896
TMUE_0000000081.2	-0.609895820668612	0.8553674539204612	1.1252833461331693	0.23403166592470212	-1.6047866453097224
TMUE_0000000082.1	-1.7846411555558683	0.16244566384057207	0.359091755275602	-0.024955915048844052	1.2880596514885376
TMUE_0000000083.1	-1.5489015995051705	0.7001600843317244	1.0987617506412772	0.5353485907022406	-0.7853688261700725
TMUE_0000000084.1	-0.5018412170816623	0.5660016572308534	1.0879061815282276	0.5598867802440625	-1.7119534019214808
TMUE_0000000088.1	-1.8120042072877627	0.03755657077206649	1.0795591903895267	0.7400937072910525	-0.04520526116488307
TMUE_0000000089.1	-1.688825666865545	-0.24534179234916326	1.2778484825615086	0.6741372534508528	-0.01781827679765318
TMUE_0000000090.1	-1.2419095019697688	0.27525168374197595	1.2637266030594447	0.7844091859353965	-1.0814779707670485
TMUE_0000000091.1	-1.46319156299566	-0.49786745080183664	0.41480455073983447	-0.015442424187470605	1.5616968872451324
TMUE_0000000092.1	-1.3926915895889933	-0.3974645865193146	-0.021812874163462954	0.11215194905310384	1.6998171012186674
TMUE_0000000093.1	-1.3391870181845704	0.30718048762356825	1.2270542504788242	0.7934122595829297	-0.9884599795007515
TMUE_0000000094.1	0.966968991009133	-0.09112718275404055	0.9395438134781721	-0.034162115427985605	-1.7812235063052786
TMUE_0000000095.1	-1.219907834986204	-0.5422051787189137	1.7448508931028113	0.30289691692076015	-0.28563479631845273
TMUE_0000000096.1	-0.6975024423835168	0.9135602647521386	1.0741321440953142	0.2749167144583738	-1.5651066809223095
TMUE_0000000097.1	0.584438933484448	0.7607757367596953	-1.9706558173656286	0.2957095975159684	0.3297315496055157
TMUE_0000000098.1	-1.344986260054559	-0.21388321144025219	-0.16827093974500407	-0.03794069916633304	1.7650811104061361
TMUE_0000000099.1	-1.8208377987027524	0.2871301519063688	0.5829075576319245	-0.16111953923257832	1.1119196283970374
TMUE_0000000100.1	-0.9627304007204863	-0.11164798960050759	1.7198674758802688	0.34599034025245917	-0.9914794258117292
TMUE_0000000101.1	0.7384080571059862	0.5121527401921987	0.4588643602789628	0.2679693499208776	-1.977394507498022
TMUE_0000000102.1	-1.042058497648861	-0.16199693359720357	1.8607666728548518	-0.004485552144210177	-0.6522256894645813
TMUE_0000000103.1	-0.6628968060300817	-0.042452396416541	-0.1716463285947138	-1.0010755351035692	1.878071066144907
TMUE_0000000104.1	1.0266306091820432	0.8083304151194192	0.5889680258884913	-1.2753371397917186	-1.1485919103982352
TMUE_0000000105.1	1.2828588350048813	0.8439412151441028	0.11076205179997696	-0.8673589729135562	-1.3702031290354049
TMUE_0000000106.1	-1.2046588108995715	0.8483710013909014	1.4119453385154388	-0.9008352960086746	-0.15482223299809172
TMUE_0000000107.1	-0.8871969682659443	-0.4882692700997317	0.07327343498566244	1.9003466997716276	-0.5981538963916202
TMUE_0000000108.1	-1.4111792185953633	0.05778543975365779	0.5630193940725812	-0.6947433980214535	1.4851177827905782
TMUE_0000000109.1	-1.046517070295174	0.1816747917938622	1.3810447468692726	0.6987893563689994	-1.2149918247369602
TMUE_0000000110.1	-1.0244754707583528	0.05881583211021164	1.4460617384627874	0.6926716819024491	-1.1730737817170955
TMUE_0000000111.1	-0.9385832033371486	0.019532100701163527	1.3000440856437103	0.894857740138467	-1.2758507231461922
TMUE_0000000112.1	-1.4515246013525227	0.03933456440164887	0.9529546950288851	1.1986269390536772	-0.7393915971316886
TMUE_0000000113.1	-1.0198719262282077	-0.6085219420838994	1.5871641945865926	0.7519226299699212	-0.7106929562444065
TMUE_0000000114.1	-0.9484069471289004	-0.990154602909445	-0.45854761012252976	1.3341754696259083	1.0629336905349658
TMUE_0000000115.1	-1.8708030938973983	-0.21581006170983813	0.7307383839377921	0.6910716376952647	0.6648031339741763
TMUE_0000000116.1	-1.79694837009971	-0.35528437647617056	0.832338529713479	0.4588230582421045	0.8610711586202969
TMUE_0000000117.1	1.3158896255333432	-0.49085694222029796	0.9719404682160936	-0.414611887299958	-1.3823612642291825
TMUE_0000000118.1	-1.302355199502301	0.6865058309042861	-0.04262650587521096	-0.8139961640805584	1.4724720385537868
TMUE_0000000119.1	1.003550538902614	1.2737256064643956	-0.8625049611977827	-0.14800833323481968	-1.2667628509343973
TMUE_0000000120.1	0.4576552897786462	0.9102856065617476	0.7055305799512354	-0.22602112452388035	-1.847450351767746
TMUE_0000000121.1	0.29592246024351354	0.06509612518204856	1.3443315212824438	0.05475418897612016	-1.7601042956841242
TMUE_0000000122.1	-0.27354333583158386	-0.02648839983716524	1.37310857918881	0.5732584699739471	-1.6463353134940077
TMUE_0000000123.1	-0.9366033079756808	-0.4142999588880761	-0.11340345775150588	-0.4649624114268098	1.929269136042071
TMUE_0000000124.1	-0.25076330078104947	-0.003497085310399022	-1.7222800701846064	1.0818138264563146	0.8947266298197343
TMUE_0000000125.1	1.1452173531328267	0.6081180192813669	0.4786454952302696	-0.5688620750986819	-1.6631187925457822
TMUE_0000000126.1	-0.5542984028844529	-0.28302409957841757	1.490774834173929	0.7165238182091616	-1.36997614992022
TMUE_0000000127.1	-1.6211368388217564	-0.4506535572173638	0.03367215915195722	0.8060685868296613	1.2320496500575033
TMUE_0000000128.1	0.20299487597611607	-0.7493275042047703	0.6413480622141428	1.3634246110294284	-1.458440045014915
TMUE_0000000129.1	-1.0712440065572497	0.16581168582632755	1.399641303166887	0.6866582534253516	-1.1808672358613164
TMUE_0000000130.1	-0.7041246042862442	-0.9286691203100971	-0.2936425526651228	0.041269687601332615	1.885166589660131
TMUE_0000000131.1	-1.0532502199185994	-0.8248995638310976	1.6758064445759997	-0.3355238941049787	0.5378672332786825
TMUE_0000000132.1	-0.5641983634737381	-0.3878281268885579	1.2082508365807896	1.1044814356588497	-1.3607057818773518
TMUE_0000000133.1	-1.5859474563745493	-0.6505553998270234	1.2503931042660885	0.5700587744004906	0.4160509775349935
TMUE_0000000134.1	1.1602956473477972	0.7747478720792045	0.3875817823706826	-0.8404030365574503	-1.4822222652402313
TMUE_0000000135.1	-1.3734714849855834	-0.8185541128861807	0.05729592946028893	1.3517299534431495	0.7829997149683232
TMUE_0000000137.1	-0.34101451416052897	1.2446334893597755	0.7468522301920097	-1.6663006193977723	0.01582941400651947
TMUE_0000000138.1	0.8511157682986594	0.5846373028255905	0.7775544641878466	-0.44338719025857687	-1.7699203450535161
TMUE_0000000139.1	-0.7503106511354576	-0.08472184657287639	1.6132414800617938	0.4839657959153792	-1.262174778268839
TMUE_0000000140.1	0.7431852766770067	1.2362827902393323	0.37322529937582793	-1.2550878575620605	-1.097605508730105
TMUE_0000000141.1	-0.5502194584737713	0.8048471330109184	1.012008327619534	0.4209911101053575	-1.6876271122620385
TMUE_0000000142.1	0.4786112201531314	0.9382248960848925	0.8577717486939431	-0.6044003286841265	-1.6702075362478397
TMUE_0000000143.1	-1.5806644249594102	0.23246462513032806	1.2595158221906149	0.6989974873210646	-0.6103135096825972
TMUE_0000000144.1	-0.8209410272718546	-0.23078435480928483	-1.2567309434539886	1.2745120844503206	1.0339442410848083
TMUE_0000000145.1	1.3992841642280742	0.5388734693338126	0.3405953093766286	-1.279477434249411	-0.9992755086891009
TMUE_0000000146.1	-0.17485316907242215	0.5821632832066232	0.8305048197241379	0.6409895765083155	-1.8788045103666546
TMUE_0000000147.1	-0.10539136569712951	-1.2506081408268224	1.001915540225421	1.2629401047044422	-0.9088561384059128
TMUE_0000000149.1	-1.2540122368998357	0.8214699374518096	1.329973907722411	0.09031949646054786	-0.9877511047349351
TMUE_0000000150.1	-1.9087191926279787	0.014439930738487636	0.6035667520999742	0.36311494290287794	0.9275975668866279
TMUE_0000000150.2	-1.4052939085221312	0.7453950060756092	1.0362642403844409	0.6257172959800597	-1.0020826339179787
TMUE_0000000151.1	-0.28833981697312294	-0.49054138541216596	-1.3496962298432411	1.6070264261531237	0.5215510060754155
TMUE_0000000151.2	0.07503501659687163	-1.8375061034599494	1.189359292869161	0.14666848818178388	0.4264433058121335
TMUE_0000000151.3	-1.2043382774716778	0.9382757238359587	0.9976294448478581	0.4727713862595387	-1.2043382774716778
TMUE_0000000151.4	0.8312413678958124	-0.38862027706526014	-0.2940805549992887	-1.4991380776318894	1.3505975418006255
TMUE_0000000152.1	-0.251512324753606	-1.4635579704527295	0.594614515350264	1.5124522905946167	-0.39199651073854375
TMUE_0000000154.1	-1.6548391549316464	-0.5285651277051875	1.2332280951176144	0.5452926122303444	0.4048835752888738
TMUE_0000000155.1	1.4677410207688042	0.5731989283019672	-0.2312493668830947	-0.26211167083081705	-1.5475789113568559
TMUE_0000000156.1	-0.08356860579992474	-1.5544315795918198	-0.48711792167114154	1.264315587992985	0.8608025190698956
TMUE_0000000157.1	-1.6782909485131154	0.8038852843905471	0.9225693991235199	0.5610735703087972	-0.609237305309749
TMUE_0000000158.1	-1.6050526989946723	0.08533836611417991	1.2320608507097348	0.7984934478777754	-0.5108399657070183
TMUE_0000000159.1	-1.631420167416539	0.22243806499860624	0.9090094785129661	1.0678203416408556	-0.5678477177358889
TMUE_0000000160.1	0.1327249936806961	-1.9594302595117346	0.6172244614405521	0.48098825015915114	0.7284925542313351
TMUE_0000000161.1	-0.28478179565089345	0.17523180598307517	1.2605687442321953	0.5726930215620142	-1.7237117761263914
TMUE_0000000162.1	-1.0567331374678604	-0.6195238439782778	0.9058895320478684	1.4765444430456394	-0.7061769936473773
TMUE_0000000163.1	1.1750458121056648	-0.820140333350703	0.31147264200443364	0.8130203590619871	-1.479398479821387
TMUE_0000000164.1	0.5102326998364528	-0.46219316758272155	0.9411292676748234	0.7606224180556171	-1.7497912179841717
TMUE_0000000165.1	-1.8142724190184691	-0.27927279148409323	0.37444671764945564	0.9388024454225002	0.7802960474306134
TMUE_0000000166.1	-1.0160704746970457	-0.6847836719768431	-0.518905304192488	0.49111345757900293	1.728645993287385
TMUE_0000000167.1	0.471269116387111	-1.6730248985789147	1.0567538119694437	-0.5800523475286128	0.7250543177509655
TMUE_0000000169.1	-1.7839729402301052	0.2924158765954114	1.0648136377712487	0.7168845949413168	-0.2901411690778717
TMUE_0000000170.1	-0.12281194704847376	0.8997258483745684	1.2027831368261093	-0.3697182231860926	-1.6099788149661127
TMUE_0000000171.1	-1.6339599933718583	0.0037400456305106294	1.1038060971336894	0.960780247970923	-0.43436639736326477
TMUE_0000000172.1	-1.3118581423947149	0.5101944802889764	1.3969618581826093	0.36944812207725053	-0.964746318154122
TMUE_0000000173.1	-0.4452557205407508	0.7406709317649356	0.8979036174503131	0.5727246317526791	-1.7660434604271773
TMUE_0000000174.1	-1.6462360904442408	-0.34905932256666256	1.257982436983656	0.7647179098788112	-0.027404933851564443
TMUE_0000000175.1	-1.9600251416369663	0.28961663195064635	0.7686944714673877	0.6470563524715867	0.2546576857473458
TMUE_0000000176.1	-1.8490864684297394	0.06162267127587076	0.9579992899735618	0.8117924220338522	0.017672085146454953
TMUE_0000000177.1	-1.6824781580980912	-0.10782348905896091	1.3306803337145217	0.6048475324482373	-0.14522621900570706
TMUE_0000000178.1	-0.24923695636717866	0.9019295953642245	-1.3428409098104608	-0.6754722666919436	1.365620537505354
TMUE_0000000179.1	0.7895923096528633	-0.8506477170568677	1.247686058248899	0.24100349711844762	-1.4276341479633354
TMUE_0000000180.1	-1.507625819144287	0.24182800932004642	1.310488220856458	0.666931810615715	-0.7116222216479331
TMUE_0000000181.1	-1.2241140158506467	0.13785213927327858	1.2693213368787548	0.8714369423352232	-1.0544964026366097
TMUE_0000000182.1	-1.4746589000044719	-0.693788623745222	0.4284611460762596	0.30136183934139	1.43862453833205
TMUE_0000000183.1	-0.5089576272475668	0.5174351751695622	-1.5830640277035195	0.18418878533935798	1.390397694442167
TMUE_0000000184.1	-1.7850805379900956	-0.16797514391070245	0.2479907551193892	1.2200574333059786	0.48500749347542177
TMUE_0000000185.1	-0.4444005958827922	-0.8561467237882122	1.6053582259375818	0.6978565711423876	-1.0026674774089661
TMUE_0000000186.1	0.4602357840668961	-0.044906637634942084	0.9619518615231211	0.5180830653696374	-1.8953640733247152
TMUE_0000000187.1	0.26811160885873037	0.45841006875115253	0.9983774456164357	0.19433337671752907	-1.9192324999438475
TMUE_0000000188.1	-1.643704912847259	-0.39488007935491615	1.1579467602155473	0.8951275015242373	-0.014489269537609888
TMUE_0000000190.1	-1.0541751134364932	-0.11949161918444758	1.5685408281421267	0.6199225664699518	-1.014796661991138
TMUE_0000000191.1	-1.8221988427809435	0.6616138534255133	0.9290147815235468	0.535295319200587	-0.3037251113687035
TMUE_0000000192.1	-1.1405047971439242	0.1109040970072436	0.9595159771614764	1.2105895201191272	-1.1405047971439242
TMUE_0000000193.1	-1.1629476277740922	0.04730618094984936	1.4606072010091962	0.679702800702696	-1.0246685548876495
TMUE_0000000194.1	1.1371857669990768	-0.2336117880574621	1.0246166312791087	-0.3544087839989445	-1.5737818262217789
TMUE_0000000195.1	-0.6234004204819183	-1.4300923044335234	0.3908489185762854	1.5493932178771608	0.11325058846199033
TMUE_0000000196.1	0.4711329965997955	-1.8713246460037891	0.5093544675002921	1.0021682442432196	-0.11133106233952163
TMUE_0000000197.1	-0.8823758012294015	0.3852395242233243	1.3066600745775268	0.6046880787933424	-1.4142118763647924
TMUE_0000000198.1	0.1562395120590923	1.4540486216745367	-1.5679085391324827	0.42719431179233036	-0.46957390639348556
TMUE_0000000199.1	1.6324431566247644	0.7100533761003606	-0.7880950591426692	-0.8070147493917509	-0.7473867241907206
TMUE_0000000200.1	-1.1974074852963648	-0.8134480774058543	1.0535639735530138	1.2960553919687838	-0.33876380281957735
TMUE_0000000202.1	1.2946312720714024	-0.3213085591880143	1.0019803044557547	-0.6230866012144637	-1.352216416124677
TMUE_0000000204.1	-0.6932326945795106	0.16353098836251256	1.2698825290266231	0.7714328218796861	-1.5116136446893111
TMUE_0000000205.1	-1.358754564530834	0.30956551696253126	1.274385347005832	0.7266099665345851	-0.9518062659721142
TMUE_0000000206.1	-0.9370858386792066	-1.2419303774408867	-0.08858954293892642	1.1513103373615248	1.1162954216974952
TMUE_0000000207.1	-1.6237169513166978	-0.6362702031807106	1.1621179886033794	0.4963659687118793	0.6015031971821425
TMUE_0000000208.1	-0.01484188387361988	-0.25006028110969064	-1.3116281666956495	-0.2052531236935155	1.7817834553724787
TMUE_0000000209.1	-0.958083880538793	-1.0163092451264046	-0.41125238513934254	1.3239906253792575	1.0616548854252825
TMUE_0000000210.1	-1.069291227126961	-1.0283743155078613	-0.2085719716375376	1.372429649845255	0.9338078644271085
TMUE_0000000211.1	-0.5085249613907723	-0.009316361704490806	-1.5470461198955217	1.3611409954822702	0.7037464475085127
TMUE_0000000212.1	0.853328166787672	1.354786059887169	-0.9425384315475483	-0.02157352021637747	-1.244002274910923
TMUE_0000000213.1	-0.8779724947272876	-0.7283965969241415	-0.7995429128068996	1.490295122497869	0.9156168819604581
TMUE_0000000214.1	-0.27451315008555716	0.9134021421233978	0.7802831073898988	0.40272519396286866	-1.8218972933906088
TMUE_0000000217.1	-0.663752685700459	0.14797696534927918	1.0961632088608129	0.9682848195439776	-1.548672308053611
TMUE_0000000218.1	-1.3769932951483195	0.763714848677019	1.016746926301723	0.636556096356916	-1.0400245761873388
TMUE_0000000220.1	-1.9534923039869583	0.38183578860232176	0.6911780238270991	0.14636767422333807	0.7341108173342001
TMUE_0000000221.1	-1.6227480430829364	-0.6564699631531387	0.9332953418231342	0.3910554332000452	0.9548672312128963
TMUE_0000000222.1	-0.10736418481594875	-0.885077608285246	1.2833196314079922	0.9761439632865732	-1.2670218015933714
TMUE_0000000224.1	-0.7311696101768103	0.11647676683735696	1.118940284976752	0.9873648957886739	-1.4916123374259729
TMUE_0000000225.1	0.12289582760170363	0.45235880064835876	0.8178804609528104	0.5566138058505921	-1.9497488950534652
TMUE_0000000226.1	0.16249496406532402	-8.491140293340166e-05	1.5375079174073043	-0.08680623791590378	-1.6131117321537911
TMUE_0000000228.1	-0.6982856374230052	0.03081848326010484	1.2987192238220882	0.8301348869182072	-1.4613869565773951
TMUE_0000000230.1	0.34200168177408824	0.6777219006162694	1.2355729879818325	-0.7069904929771988	-1.5483060773949935
TMUE_0000000231.1	-1.519728855367487	0.2780375804130041	1.0777275462948395	0.9299737846453494	-0.7660100559857028
TMUE_0000000232.1	-0.07525295501255154	0.5159615726237378	1.4784445267962525	-1.5515005680339389	-0.36765257637352067
TMUE_0000000233.1	-0.6618260568427192	0.001752327618456002	1.1371034247323009	1.0175106965912708	-1.4945403920993086
TMUE_0000000234.1	-0.23992312953351966	-0.269767552929389	1.6589626607851027	0.27891313342758917	-1.4281851117497852
TMUE_0000000235.1	-1.1604208058410805	0.14116745681126258	1.8201120721778237	-0.40042936157400283	-0.40042936157400283
TMUE_0000000236.1	-0.1941527761263911	1.1675982894283103	1.0808624588421194	-0.6267387909900964	-1.4275691811539424
TMUE_0000000237.1	-0.5006263144873307	0.2003484840271617	1.2136629657784963	0.7305563070462108	-1.6439414423645382
TMUE_0000000238.1	-1.144553237146448	0.7676340814607044	1.0348821315841228	0.623199466286649	-1.2811624421850283
TMUE_0000000239.1	-0.11555344495141713	0.2713110646690135	0.2828605851241526	1.3196572117202046	-1.7582754165619512
TMUE_0000000240.1	0.2586949107092809	-1.97318529841261	0.42059408163102524	0.5337370352856542	0.7601592707866496
TMUE_0000000241.1	-1.8550011288939987	0.0858009378117847	0.8761626985619734	0.007662303332714663	0.8853751891875252
TMUE_0000000242.1	-1.8615092934412392	0.06159013582122538	0.1026893783676205	0.6484271834835245	1.0488025957688691
TMUE_0000000243.1	-0.041206919477850115	-1.2779782316394743	-0.3052161189801524	-0.17587249149866938	1.8002737615961448
TMUE_0000000244.1	0.24748444220968935	1.4760464087161853	0.2829734464441879	-0.4257858158545141	-1.5807184815155462
TMUE_0000000245.1	1.0072656221549279	0.9126363357106533	0.19786026815164517	-0.3989933284271278	-1.7187688975900974
TMUE_0000000246.1	-1.381339523321419	-0.31245898783981035	1.3397683585991447	0.9308793124214975	-0.5768491598594132
